state,district,origin_of_challenge,date_of_challenge_removal,type_of_ban,author,title,secondary_author_s,illustrator_s,translator_s
Idaho,Nampa School District,Administrator,2022-05-01T00:00:00Z,Banned in Libraries and Classrooms,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,NA,"Forney, Ellen",NA
Idaho,Nampa School District,Administrator,2022-05-01T00:00:00Z,Banned in Libraries and Classrooms,"Morrison, Toni",The Bluest Eye,NA,NA,NA
Idaho,Nampa School District,Administrator,2022-05-01T00:00:00Z,Banned in Libraries and Classrooms,"Atwood, Margaret",The Handmaid's Tale,NA,NA,NA
Idaho,Nampa School District,Administrator,2022-05-01T00:00:00Z,Banned in Libraries and Classrooms,"Hosseini, Khaled",The Kite Runner,NA,NA,NA
Idaho,Nampa School District,Administrator,2022-05-01T00:00:00Z,Banned in Libraries and Classrooms,"Chbosky, Stephen",The Perks of Being a Wallflower,NA,NA,NA
Idaho,Nampa School District,Administrator,2022-05-01T00:00:00Z,Banned in Libraries and Classrooms,"Wang, Jen",The Prince and the Dressmaker,NA,NA,NA
Idaho,Nampa School District,Administrator,2022-05-01T00:00:00Z,Banned in Libraries and Classrooms,"Asher, Jay",Thirteen Reasons Why,NA,NA,NA
Idaho,West Ada School District,Formal Challenge,2022-02-01T00:00:00Z,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,NA,NA,NA
Idaho,West Ada School District,Formal Challenge,2022-02-01T00:00:00Z,Banned in Libraries and Classrooms,"Dawson, Juno",This Book Is Gay,NA,NA,NA
Illinois,Community High School District 117,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,NA,NA,NA
Illinois,Harlem School District 122,Formal Challenge,2022-03-01T00:00:00Z,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,NA,NA,NA
Illinois,Lake Forest Schools,Administrator,2021-12-01T00:00:00Z,Banned in Libraries,"Kobabe, Maia",Gender Queer: A Memoir,NA,NA,NA
Illinois,Lake Forest Schools,Formal Challenge,2021-12-01T00:00:00Z,Banned in Libraries,"Vaughan, Brian K.","Saga, Volume 1 (Saga Series)",NA,"Staples, Fiona",NA
Illinois,ROWVA CUSD 208,Administrator,2021-11-01T00:00:00Z,Banned in Classrooms,"Thomas, Angie",The Hate U Give,NA,NA,NA
Indiana,Carmel Clay Schools,Administrator,2021-07-01T00:00:00Z,Banned in Libraries and Classrooms,"Lukoff, Kyle",Call Me Max (Max and Friends Series),NA,"Lozano, Luciano",NA
Indiana,Carmel Clay Schools,Administrator,2021-07-01T00:00:00Z,Banned in Libraries,"Hopkins, Ellen",Crank (Crank Series),NA,NA,NA
Indiana,Carmel Clay Schools,Administrator,2021-07-01T00:00:00Z,Banned in Libraries,"Pardes, Bronwen","Doing It Right: Making Smart, Safe, and Satisfying Choices About Sex",NA,NA,NA
Indiana,Carmel Clay Schools,Administrator,2021-07-01T00:00:00Z,Banned Pending Investigation,"Walton, Jessica",Introducing Teddy,NA,NA,NA
Indiana,Carmel Clay Schools,Administrator,2021-07-01T00:00:00Z,Banned in Libraries and Classrooms,"Harris, Robie H.","It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",NA,"Emberley, Michael",NA
Indiana,Carmel Clay Schools,Administrator,2021-07-01T00:00:00Z,Banned in Libraries,"Myracle, Lauren","l8r, g8r",NA,NA,NA
Indiana,Carmel Clay Schools,Administrator,2021-07-01T00:00:00Z,Banned Pending Investigation,"Finch, Michelle",Phoenix Goes to School: A Story to Support Transgender and Gender Diverse Children,"Finch, Phoenix","Davey, Sharon",NA
Indiana,Carmel Clay Schools,Administrator,2021-07-01T00:00:00Z,Banned Pending Investigation,"Newman, Leslea",Sparkle Boy,NA,NA,NA
Indiana,Carmel Clay Schools,Administrator,2021-07-01T00:00:00Z,Banned in Libraries,"Myracle, Lauren",The Infinite Moment of Us,NA,NA,NA
Indiana,Hamilton Southeastern Schools,Administrator,2021-07-01T00:00:00Z,Banned in Libraries and Classrooms,"Pérez, Ashley Hope",Out of Darkness,NA,NA,NA
Indiana,Middlebury Community Schools,Administrator,2021-12-01T00:00:00Z,Banned in Libraries,"Reynolds, Jason",All American Boys,"Kiely, Brendan",NA,NA
Indiana,Middlebury Community Schools,Administrator,2021-12-01T00:00:00Z,Banned in Libraries,"Medina, Meg",Burn Baby Burn,NA,NA,NA
Indiana,Middlebury Community Schools,Administrator,2021-12-01T00:00:00Z,Banned in Libraries,"Levithan, David",Every Day (Every Day Series),NA,NA,NA
Indiana,Middlebury Community Schools,Administrator,2021-12-01T00:00:00Z,Banned in Libraries,"King, A. S.",Everybody Sees the Ants,NA,NA,NA
Indiana,Middlebury Community Schools,Administrator,2021-12-01T00:00:00Z,Banned in Libraries,"Benway, Robin",Far from the Tree,NA,NA,NA
Indiana,Middlebury Community Schools,Administrator,2021-12-01T00:00:00Z,Banned in Libraries,"Pérez, Ashley Hope",Out of Darkness,NA,NA,NA
Indiana,Middlebury Community Schools,Administrator,2021-12-01T00:00:00Z,Banned in Libraries,"Myracle, Lauren",The Infinite Moment of Us,NA,NA,NA
Indiana,Middlebury Community Schools,Administrator,2021-12-01T00:00:00Z,Banned in Libraries,"Rhodes-Courter, Ashley",Three Little Words: A Memoir,NA,NA,NA
Iowa,Ankeny Community School District,Formal Challenge,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,NA,NA,NA
Iowa,Ankeny Community School District,Formal Challenge,2021-11-01T00:00:00Z,Banned in Libraries,"Andrews, Jesse",Me and Earl and the Dying Girl,NA,NA,NA
Iowa,Ankeny Community School District,Formal Challenge,2021-11-01T00:00:00Z,Banned in Libraries,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,NA,"Forney, Ellen",NA
Iowa,Keokuk Community School District,Formal Challenge,2022-04-01T00:00:00Z,Banned in Libraries and Classrooms,"Haskins, James",The Scottsboro Boys,NA,NA,NA
Iowa,Ottumwa Community School District,Administrator,2022-04-01T00:00:00Z,Banned Pending Investigation,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,NA,"Forney, Ellen",NA
Iowa,Waukee Community School District,Administrator,2021-10-01T00:00:00Z,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,NA,NA,NA
Iowa,Waukee Community School District,Administrator,2021-10-01T00:00:00Z,Banned in Libraries,"Kobabe, Maia",Gender Queer: A Memoir,NA,NA,NA
Iowa,Waukee Community School District,Administrator,2021-10-01T00:00:00Z,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy,NA,NA,NA
Kansas,Derby Public Schools,Formal Challenge,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,NA,"Forney, Ellen",NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"McNeil, Gretchen",#MurderTrending (MurderTrending Series),NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Oshiro, Mark",Anger Is a Gift: A Novel,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Brown, Echo",Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Draper, Sharon M.",Blended,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Hopkins, Ellen",Crank (Crank Series),NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Wilson, August",Fences,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Bechdel, Alison",Fun Home: A Family Tragicomic,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Laymon, Kiese",Heavy: An American Memoir,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Gephart, Donna",Lily and Dunkin,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Scott, Elizabeth",Living Dead Girl,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Jackson, Tiffany D.",Monday's Not Coming,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Pérez, Ashley Hope",Out of Darkness,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Roleff, Tamara L.",Satanism (At Issue),NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,NA,"Forney, Ellen",NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Durrow, Heidi W.",The Girl Who Fell from the Sky,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale: The Graphic Novel,NA,"Nault, Renee",NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Thomas, Angie",The Hate U Give,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Chbosky, Stephen",The Perks of Being a Wallflower,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Atwood, Margaret",The Testaments,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Bartoletti, Susan Campbell",They Called Themselves The K.K.K.: The Birth of an American Terrorist Group,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Dawson, Juno",This Book Is Gay,NA,NA,NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Tamaki, Mariko",This One Summer,NA,"Tamaki, Jillian",NA
Kansas,Goddard Public Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Bertie, Alex",Trans Mission: My Quest to a Beard,NA,NA,NA
Maine,Regional School Unit No. 56,Formal Challenge,2022-06-01T00:00:00Z,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,NA,NA,NA
Maryland,Wicomico County Public Schools,Administrator,2022-02-01T00:00:00Z,Banned in Libraries and Classrooms,"Johnson, George M.",All Boys Aren't Blue,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Rapp, Adam",33 Snowfish,NA,"Ering, Timothy Basil",NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Morrison, Toni",Beloved,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Thompson, Craig",Blankets,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Koertge, Ron",Boy Girl Boy,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series),NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Hopkins, Ellen",Crank (Crank Series),NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Foer, Jonathan Safran",Extremely Loud & Incredibly Close,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"McMann, Lisa",Fade (Wake Series),NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Hopkins, Ellen",Fallout (Crank Series),NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Sparks, Beatrice",Go Ask Alice,Anonymous,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Cashore, Kristin",Graceling (Graceling Realm Series),NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Hopkins, Ellen",Identical,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Hopkins, Ellen",Impulse (Impulse Series),NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Myracle, Lauren","l8r, g8r",NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Scott, Elizabeth",Living Dead Girl,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Green, John",Looking for Alaska,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Picoult, Jodi",Nineteen Minutes,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Rennison, Louise","On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson #2)",NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Myracle, Lauren",Shine,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Vonnegut Jr., Kurt",Slaughterhouse-Five,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"McCormick, Patricia",Sold,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Anderson, Laurie Halse",Speak,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,NA,"Forney, Ellen",NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Stein, Garth",The Art of Racing in the Rain,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Lund, Cameron",The Best Laid Plans,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Walls, Jeannette",The Glass Castle,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Cisneros, Sandra",The House on Mango Street,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Hosseini, Khaled",The Kite Runner,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Levithan, David",The Realm of Possibility,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Asher, Jay",Thirteen Reasons Why,NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Mead, Richelle",Vampire Academy (Vampire Academy Series),NA,NA,NA
Michigan,Gladwin Community Schools,Administrator,2022-05-01T00:00:00Z,Banned Pending Investigation,"Gruen, Sara",Water for Elephants,NA,NA,NA
Michigan,Hudsonville Public Schools,Formal Challenge,2022-01-01T00:00:00Z,Banned in Classrooms,"Adichie, Chimamanda Ngozi",Half of a Yellow Sun,NA,NA,NA
Michigan,Novi Community School District,Formal Challenge,2022-01-01T00:00:00Z,Banned in Libraries,"Evison, Jonathan",Lawn Boy,NA,NA,NA
Michigan,Rochester Community Schools District,Administrator,2022-04-01T00:00:00Z,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,NA,NA,NA
Michigan,Rochester Community Schools District,Administrator,2022-04-01T00:00:00Z,Banned Pending Investigation,"Curato, Mike",Flamer,NA,NA,NA
Michigan,Rochester Community Schools District,Administrator,2022-04-01T00:00:00Z,Banned Pending Investigation,"Bechdel, Alison",Fun Home: A Family Tragicomic,NA,NA,NA
Michigan,Rochester Community Schools District,Administrator,2022-04-01T00:00:00Z,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale,NA,NA,NA
Michigan,Rochester Community Schools District,Administrator,2022-04-01T00:00:00Z,Banned Pending Investigation,"Andrews, Jesse",The Haters,NA,NA,NA
Minnesota,Wayzata Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy,NA,NA,NA
Mississippi,Madison County Schools,Administrator,2022-04-01T00:00:00Z,Banned in Libraries,"Reynolds, Jason",All American Boys,"Kiely, Brendan",NA,NA
Mississippi,Madison County Schools,Administrator,2022-04-01T00:00:00Z,Banned in Libraries,"Yang, Gene Luen",American Born Chinese,NA,NA,NA
Mississippi,Madison County Schools,Administrator,2022-04-01T00:00:00Z,Banned in Libraries,"Morrison, Toni",Beloved,NA,NA,NA
Mississippi,Madison County Schools,Administrator,2022-04-01T00:00:00Z,Banned in Libraries,"Stone, Nic",Dear Martin,NA,NA,NA
Mississippi,Madison County Schools,Administrator,2022-04-01T00:00:00Z,Banned in Libraries,"Moore, Wes",Discovering Wes Moore,NA,NA,NA
Mississippi,Madison County Schools,Administrator,2022-04-01T00:00:00Z,Banned in Libraries,"Rowell, Rainbow",Eleanor & Park,NA,NA,NA
Mississippi,Madison County Schools,Administrator,2022-04-01T00:00:00Z,Banned in Libraries,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,NA,NA,NA
Mississippi,Madison County Schools,Administrator,2022-04-01T00:00:00Z,Banned in Libraries,"Jackson, Tiffany D.",Let Me Hear a Rhyme,"Sharif, Malik ""Malik-16""",NA,NA
Mississippi,Madison County Schools,Administrator,2022-04-01T00:00:00Z,Banned in Libraries,"Ahmed, Samira","Love, Hate & Other Filters",NA,NA,NA
Mississippi,Madison County Schools,Administrator,2022-04-01T00:00:00Z,Banned in Libraries,"Jackson, Tiffany D.",Monday's Not Coming,NA,NA,NA
Mississippi,Madison County Schools,Administrator,2022-04-01T00:00:00Z,Banned in Libraries,"Pérez, Ashley Hope",Out of Darkness,NA,NA,NA
